0.0000000000 206496445216986.0312500000
0.0106112741 1241747151023.0297851562
0.0150066077 346354567587.3081665039
0.0212225481 86750945915.9794464111
0.0237275301 56371604571.8323669434
0.0300132154 18842248111.4459190369
0.0318338222 14136901989.8357162476
0.0335557949 11956877831.3521652222
0.0382594927 8005366123.1391324997
0.0424450962 5116649275.5540218353
0.0437514038 4658360134.1857643127
0.0450198231 4249071700.0653138161
0.0474550603 3285978734.1267004013
0.0530563703 2405102327.2102823257
0.0541070935 2334768265.4417843819
0.0571434596 1867366085.1173632145
0.0600264308 1618983344.7109186649
0.0618738286 1340889485.6240236759
0.0636676444 1289933562.2891767025
0.0645458603 1237231299.9118251801
0.0671115898 1092967827.0365281105
0.0679453061 1013876242.6564427614
0.0711825904 911671848.0384871960
0.0742789184 723520506.7645574808
0.0750330385 738667019.9678522348
0.0765189854 705216875.6787968874
0.0772512412 672522172.0550873280
0.0808130556 553035697.4292882681
0.0828766998 528953689.3239809275
0.0848901925 484040993.5991302729
0.0855508265 472947810.9060775638
0.0875028076 458452130.2255126834
0.0900396461 401349271.4234501123
0.0906627653 388611893.3045958877
0.0912816310 382830525.0806542635
0.0949101205 341922642.2514639497
0.0955014665 327065579.8881278038
0.0960891734 329927716.2449065447
0.0978311130 317708932.8132666945
0.1001065593 294324824.4307503104
0.1006673847 288372756.4142182469
0.1045089293 253029351.6882978678
0.1050462538 248202599.7683614492
0.1061127406 242384665.2684582770
0.1066419845 241161380.0918673873
0.1082141870 230503756.5010111630
0.1092497531 221499348.5526613593
0.1107849536 212351570.0098643005
0.1127993905 205361805.1270195246
0.1142869193 195982905.1872095168
0.1147784782 196878909.3086490631
0.1167240147 188822152.7341194153
0.1172053529 189832312.1164127588
0.1186376506 177754798.9020549059
0.1200528615 173986352.5687015355
0.1209871391 166671930.1024096310
0.1237476572 157441150.3152041435
0.1242017786 152941004.9074172378
0.1273352887 148405366.1480388343
0.1277766602 142382111.0339917243
0.1282165123 139252253.1923427284
0.1290917205 138233925.5491967499
0.1295271070 134469363.5115676522
0.1312542113 130022350.8662121147
0.1329588829 124957581.7723170370
0.1342231796 124287612.7386903614
0.1350594692 116948459.5154352337
0.1358906123 119016680.8172123730
0.1379465628 115539295.4861154705
0.1383540868 117180225.4810015857
0.1395695194 111809583.9965005815
0.1415720538 111127959.7901424766
0.1423651808 107118467.8303587586
0.1427600919 107379120.7926891595
0.1443289312 100880400.1231369078
0.1474165305 97643851.5307760537
0.1477979452 100094068.9060274214
0.1485578369 92192869.0198921859
0.1489363288 98774511.5084379613
0.1500660769 93956223.6298147440
0.1508145408 87619286.7884716392
0.1519303233 91108141.6016729474
0.1530379709 88239777.5944026411
0.1545024825 92146393.2007931620
0.1566735840 81788363.0830866545
0.1577479297 81863693.3092926294
0.1591691109 82127453.8311807513
0.1595224279 84764850.7563379854
0.1605777146 82576279.6927931160
0.1616261112 79561469.2596132159
0.1619740688 75274312.8191184103
0.1623212805 79550638.7848504931
0.1647312723 78312058.8793132752
0.1650726846 74600925.4637597799
0.1657533996 72206789.0988281816
0.1660927109 72366325.5908415020
0.1677789745 72806463.3510348648
0.1697803850 76319360.1970942169
0.1701116641 77036189.4666360915
0.1711016530 72346221.4881482869
0.1714303789 69496708.2530805171
0.1727390267 68385218.5724811703
0.1740378347 65236343.3396583498
0.1750056151 70419352.2798971981
0.1756478397 66709367.3562409282
0.1766067977 61672911.4086533412
0.1778773666 67104168.1911064982
0.1800792923 58678411.1999961808
0.1803916590 64827315.6877324283
0.1807034858 64914816.5890505314
0.1813255306 64746642.8597984388
0.1816357542 68959471.9594711363
0.1825632619 59909323.9462940469
0.1831789914 67998394.3110878915
0.1853179345 63601568.6959079802
0.1856214858 59211298.8168326169
0.1877326022 54381702.8558800519
0.1880322554 63679641.7285138369
0.1889283634 56203364.5874335393
0.1898202410 58742027.2782648131
0.1910029331 68773830.3589333594
0.1912974636 61277218.8290168121
0.1921783469 73027379.7259599119
0.1936375808 66220114.4334948510
0.1947970976 55320612.4780011699
0.1950859000 56517964.1832417473
0.1956622259 56800315.3420248553
0.1973811072 51501620.8900562227
0.1982349588 62652655.5107655302
0.1993677392 54918605.4022840112
0.2002131186 52491220.1405193806
0.2013347695 62569921.4037501290
0.2027281063 48617093.2112862691
0.2038359184 47655172.2691454366
0.2041119319 52902254.6459472328
0.2049377422 59215793.2793927118
0.2060336738 48489767.9520882666
0.2090178586 55656361.0553696230
0.2092870382 50317498.4663780928
0.2100925077 45998283.8557425737
0.2106277761 46297803.9823797494
0.2122254812 46088259.6742151827
0.2135477712 52421444.9215533808
0.2148619237 46768358.5131810233
0.2177251404 42925111.6523990259
0.2184995061 50074975.4458355755
0.2187570189 43844728.6687131375
0.2208063097 45476137.1847035214
0.2238450715 46446396.7525853887
0.2250991154 41982206.0808049291
0.2255987811 42982414.8411678448
0.2270911818 42990581.8179832920
0.2295569563 44101067.3463866115
0.2327234088 40960508.4575702772
0.2336890702 41520248.5461711809
0.2356085199 44039174.0852786303
0.2401057231 40431263.7281818911
0.2405742225 40406407.2667533234
0.2419742783 40696698.6666801348
0.2477226872 39229174.3154215291
0.2486300994 40859692.5076600984
0.2551123307 40285240.6245314553
0.2555533204 38535731.2770055383
0.2627228028 38582357.3797862232
0.2701189384 36943711.0400919467
