0.0106112741 1241747151023.0297851562 201647157551.0173339844
0.0150066077 346354567587.3081665039 34088596492.2236824036
0.0212225481 86750945915.9794464111 10544942782.4356861115
0.0237275301 56371604571.8323669434 4464785971.6988925934
0.0300132154 18842248111.4459190369 1451314652.1842851639
0.0318338222 14136901989.8357162476 1220051071.5393033028
0.0335557949 11956877831.3521652222 432797008.2146999240
0.0382594927 8005366123.1391324997 447347732.6213909984
0.0424450962 5116649275.5540218353 217454431.0128822625
0.0437514038 4658360134.1857643127 163135010.7261237800
0.0450198231 4249071700.0653138161 308535910.6706933975
0.0474550603 3285978734.1267004013 147560089.7070453167
0.0530563703 2405102327.2102823257 68223311.9662013948
0.0541070935 2334768265.4417843819 81834544.0303249955
0.0571434596 1867366085.1173632145 38741423.2733946890
0.0600264308 1618983344.7109186649 44501195.3716595769
0.0618738286 1340889485.6240236759 33706114.3724590465
0.0636676444 1289933562.2891767025 52011298.4220920429
0.0645458603 1237231299.9118251801 42300000.8424543068
0.0671115898 1092967827.0365281105 24839000.4204415604
0.0679453061 1013876242.6564427614 26986500.4137357548
0.0711825904 911671848.0384871960 20674537.2190757245
0.0742789184 723520506.7645574808 30576000.3208997510
0.0750330385 738667019.9678522348 15793611.4679777343
0.0765189854 705216875.6787968874 12163637.7319095358
0.0772512412 672522172.0550873280 26044431.4332682230
0.0808130556 553035697.4292882681 10017119.5694458932
0.0828766998 528953689.3239809275 7611617.3781105988
0.0848901925 484040993.5991302729 18183314.2203135118
0.0855508265 472947810.9060775638 7989874.1457579406
0.0875028076 458452130.2255126834 11757452.5019581337
0.0900396461 401349271.4234501123 12264579.2740974631
0.0906627653 388611893.3045958877 7288806.9340896308
0.0912816310 382830525.0806542635 7802674.5936974287
0.0949101205 341922642.2514639497 5990566.1974477768
0.0955014665 327065579.8881278038 10343085.4039049260
0.0960891734 329927716.2449065447 4340387.0313355811
0.0978311130 317708932.8132666945 4431002.5894157737
0.1001065593 294324824.4307503104 6653837.2145867143
0.1006673847 288372756.4142182469 3965399.3334182347
0.1045089293 253029351.6882978678 3722751.7942300010
0.1050462538 248202599.7683614492 6070588.4178904267
0.1061127406 242384665.2684582770 4156769.0827182555
0.1066419845 241161380.0918673873 4611429.3761365926
0.1082141870 230503756.5010111630 5058778.5008040946
0.1092497531 221499348.5526613593 4459388.0802964177
0.1107849536 212351570.0098643005 3774314.8574988269
0.1127993905 205361805.1270195246 3464189.9523245520
0.1142869193 195982905.1872095168 2308911.2982410477
0.1147784782 196878909.3086490631 3170302.5414165393
0.1167240147 188822152.7341194153 6603862.9782684641
0.1172053529 189832312.1164127588 4069076.7642834764
0.1186376506 177754798.9020549059 1675057.2877351134
0.1200528615 173986352.5687015355 3637656.2109684460
0.1209871391 166671930.1024096310 1248247.1307123289
0.1237476572 157441150.3152041435 2899329.9169102400
0.1242017786 152941004.9074172378 2097164.3587198481
0.1273352887 148405366.1480388343 4573375.8271996416
0.1277766602 142382111.0339917243 2027984.7671592510
0.1282165123 139252253.1923427284 2596116.8961558905
0.1290917205 138233925.5491967499 2090653.7932645539
0.1295271070 134469363.5115676522 2108612.8174741711
0.1312542113 130022350.8662121147 1417887.9537844867
0.1329588829 124957581.7723170370 2523094.6178275617
0.1342231796 124287612.7386903614 2923463.0446458464
0.1350594692 116948459.5154352337 2680895.6574012800
0.1358906123 119016680.8172123730 2093185.2657459069
0.1379465628 115539295.4861154705 1052366.7961561908
0.1383540868 117180225.4810015857 991763.8453686470
0.1395695194 111809583.9965005815 1529486.6906056523
0.1415720538 111127959.7901424766 1423947.7684602514
0.1423651808 107118467.8303587586 2042828.4094430730
0.1427600919 107379120.7926891595 1621154.5839168204
0.1443289312 100880400.1231369078 845027.6451755792
0.1474165305 97643851.5307760537 1906979.1064811281
0.1477979452 100094068.9060274214 790146.0636007092
0.1485578369 92192869.0198921859 1648673.9057971470
0.1489363288 98774511.5084379613 667998.0523376236
0.1500660769 93956223.6298147440 1683428.8140512921
0.1508145408 87619286.7884716392 928746.3548675566
0.1519303233 91108141.6016729474 1039615.9838568177
0.1530379709 88239777.5944026411 954824.3910937750
0.1545024825 92146393.2007931620 1326261.4510458836
