0.0000000000 206496445216986.0312500000
0.0106102934 645248534479.7490234375
0.0212205867 73880307349.1740417480
0.0318308801 15847686547.5465202332
0.0424411734 4983768480.2866468430
0.0530514668 2639202084.1598086357
0.0636617601 1268650011.9767529964
0.0742720535 727175660.4171477556
0.0848823468 474741459.5389795899
0.0954926402 343409079.7051442266
0.1061029335 235529799.7559961081
0.1167132269 185096063.8659765124
0.1273235202 144558872.7342483997
0.1379338136 113377469.1335971206
0.1485441069 95521763.7558740377
0.1591544003 85639496.6552702934
0.1697646936 78709716.7722519040
0.1803749870 69480503.0654167533
0.1909852804 69683733.8874405324
0.0106102934 1539996459294.6789550781
0.0150052208 437525198895.6090698242
0.0237253372 52982147250.2873535156
0.0335526936 12310152661.0333156586
0.0437473602 5036210611.6209945679
0.0541020929 2421271273.1981410980
0.0645398948 1224109841.3537805080
0.0750261038 787285121.6777873039
0.0855429198 457361247.7448905110
0.0960802927 344956620.0036588907
0.1066321285 242455373.5551435351
0.1171945206 190718830.1078351736
0.1277648509 136938329.9927042127
0.1383412999 112921253.0270426571
0.1489225639 96760738.8008112758
0.1595076846 84770384.5544221103
0.1700959421 77280291.9859608561
0.1806867850 70577129.1375982612
0.1912797837 70934543.6658626646
0.0212205867 93186265199.3818206787
0.0237253372 53167359005.6750030518
0.0300104415 16202003511.9130783081
0.0382559567 6672798641.1489639282
0.0474506744 3473147377.4895658493
0.0571381784 1727201359.0263965130
0.0671053873 1078392773.7792668343
0.0772441016 664903884.4847922325
0.0874947204 467858696.8892126083
0.0978220713 319629784.2472079992
0.1082041857 233533586.6228213608
0.1186266860 170288618.6781893969
0.1290797897 141428229.6064316630
0.1395566202 116409582.1772313267
0.1500522076 95451915.6735559702
0.1605628738 81986264.2576523572
0.1710858396 76251325.5027535558
0.1816189672 70884498.4657810181
0.1921605855 73434782.5578556955
0.0318308801 13281509710.9804039001
0.0335526936 11781064036.0253467560
0.0382559567 8889205941.6794300079
0.0450156623 4292686856.6105704308
0.0530514668 2333015367.2042002678
0.0618681101 1383523310.0068905354
0.0711760116 912073191.6156694889
0.0808055868 554586575.4877295494
0.0906543861 373227763.6984457970
0.1006580809 269570201.3664119840
0.1107747148 213395918.6796410680
0.1209759573 164749197.7639918923
0.1312420806 135895485.1304714680
0.1415589695 110762916.0777816027
0.1519162817 94974933.0946752578
0.1623062786 75565453.7934053987
0.1727230620 75414910.0312758386
0.1831620617 68411102.0181110203
0.1936196845 68451917.5638088584
0.0424411734 5183089673.1877050400
0.0437473602 4517453233.6727495193
0.0474506744 3055619956.0011177063
0.0530514668 2333704324.0721402168
0.0600208830 1546955570.5883264542
0.0679390265 929415384.9262247086
0.0765119135 702090404.8495454788
0.0855429198 460533141.2970574498
0.0949013488 348405313.4465757012
0.1044992705 266368011.0537761748
0.1142763567 196317654.9991593957
0.1241902997 141357990.0504909158
0.1342107746 122904203.5391068906
0.1443155921 101398321.8651283681
0.1544882031 89819988.0505265146
0.1647160476 76106804.5522644967
0.1749894409 72017446.4377470315
0.1853008072 65880404.9029712230
0.1956441425 62464735.6471563056
0.0530514668 2339471862.1495680809
0.0541020929 2364959172.0651168823
0.0571381784 1922280734.5733020306
0.0618681101 1245874498.9608070850
0.0679390265 1137096337.3773183823
0.0750261038 747292373.1003789902
0.0828690402 566387319.0884995461
0.0912731946 403922014.2786803246
0.1000973073 300859003.5811536312
0.1092396560 223873078.2711791694
0.1186266860 179782113.3153790534
0.1282046624 140872977.0613123477
0.1379338136 112236661.2729583383
0.1477842856 103705225.7020318061
0.1577333504 85370368.1147810817
0.1677634682 76477997.1704323739
0.1778609269 66752970.0141200796
0.1880148772 67527664.8505927622
0.1982166376 62302051.0573358312
0.0636617601 1300575337.4453756809
0.0645398948 1216670062.1765310764
0.0671053873 1063250787.3013284206
0.0711760116 983485452.6490330696
0.0765119135 680245084.8752467632
