0.0106112741 1241747151023.0297851562 169118309382.5193481445
0.0150066077 346354567587.3081665039 31363888026.8638534546
0.0212225481 86750945915.9794464111 10100482028.7933387756
0.0237275301 56371604571.8323669434 3518680724.6778888702
0.0300132154 18842248111.4459190369 1401323350.0102005005
0.0318338222 14136901989.8357162476 1203077341.7161078453
0.0335557949 11956877831.3521652222 582786675.6776747704
0.0382594927 8005366123.1391324997 440824536.0925065875
0.0424450962 5116649275.5540218353 312430767.2156856656
0.0437514038 4658360134.1857643127 198472914.2519570589
0.0450198231 4249071700.0653138161 287922215.4120146632
0.0474550603 3285978734.1267004013 130494439.2096516937
0.0530563703 2405102327.2102823257 79978995.3594209701
0.0541070935 2334768265.4417843819 73150195.7134267390
0.0571434596 1867366085.1173632145 62959313.6476821303
0.0600264308 1618983344.7109186649 72839136.9301213622
0.0618738286 1340889485.6240236759 31669519.0424535647
0.0636676444 1289933562.2891767025 68169567.3054688424
0.0645458603 1237231299.9118251801 36104544.1425543129
0.0671115898 1092967827.0365281105 25989047.0373950377
0.0679453061 1013876242.6564427614 22946561.7936019897
0.0711825904 911671848.0384871960 30014722.9200009331
0.0742789184 723520506.7645574808 27222192.5149397366
0.0750330385 738667019.9678522348 19301003.4432679564
0.0765189854 705216875.6787968874 16614924.4738062695
0.0772512412 672522172.0550873280 21481170.9791127406
0.0808130556 553035697.4292882681 11049133.8909871727
0.0828766998 528953689.3239809275 10122910.8555186447
0.0848901925 484040993.5991302729 17017437.4760314897
0.0855508265 472947810.9060775638 6487828.1166362837
0.0875028076 458452130.2255126834 10118835.0094334129
0.0900396461 401349271.4234501123 12399745.2038381547
0.0906627653 388611893.3045958877 7335130.6176523538
0.0912816310 382830525.0806542635 9519927.4021899141
0.0949101205 341922642.2514639497 7631785.1989224609
0.0955014665 327065579.8881278038 9402827.7824582495
0.0960891734 329927716.2449065447 5903924.3620754229
0.0978311130 317708932.8132666945 5076192.6577877020
0.1001065593 294324824.4307503104 6544520.1151499879
0.1006673847 288372756.4142182469 5845959.8953418238
0.1045089293 253029351.6882978678 4273432.2059962153
0.1050462538 248202599.7683614492 6556666.4123788597
0.1061127406 242384665.2684582770 3969216.7129853787
0.1066419845 241161380.0918673873 5003000.9956283346
0.1082141870 230503756.5010111630 5080767.8564843647
0.1092497531 221499348.5526613593 4465989.1807375774
0.1107849536 212351570.0098643005 3735471.2255020211
0.1127993905 205361805.1270195246 3524146.8492430742
0.1142869193 195982905.1872095168 3188425.6119798627
0.1147784782 196878909.3086490631 3443420.9893225366
0.1167240147 188822152.7341194153 5451214.3443660894
0.1172053529 189832312.1164127588 3554703.1314374153
0.1186376506 177754798.9020549059 2305447.6701524137
0.1200528615 173986352.5687015355 4901043.4149676617
0.1209871391 166671930.1024096310 1901763.7645876440
0.1237476572 157441150.3152041435 3270302.3215703312
0.1242017786 152941004.9074172378 2328137.7296875753
0.1273352887 148405366.1480388343 4921781.0732009076
0.1277766602 142382111.0339917243 2140286.5831993772
0.1282165123 139252253.1923427284 2104647.6419032784
0.1290917205 138233925.5491967499 2106149.9330197182
0.1295271070 134469363.5115676522 2247299.6704733842
0.1312542113 130022350.8662121147 2698187.3322810023
0.1329588829 124957581.7723170370 2386059.3795705303
0.1342231796 124287612.7386903614 2588582.4212573133
0.1350594692 116948459.5154352337 3394542.3314463180
0.1358906123 119016680.8172123730 2110380.6565637742
0.1379465628 115539295.4861154705 1400911.4679317614
0.1383540868 117180225.4810015857 1157342.5284743723
0.1395695194 111809583.9965005815 1760805.1322849956
0.1415720538 111127959.7901424766 2620095.6742649972
0.1423651808 107118467.8303587586 2279828.0844566962
0.1427600919 107379120.7926891595 1566767.4776354260
0.1443289312 100880400.1231369078 949467.2952597388
0.1474165305 97643851.5307760537 1348973.8338716126
0.1477979452 100094068.9060274214 1710116.8356369946
0.1485578369 92192869.0198921859 2101478.1940233642
0.1489363288 98774511.5084379613 1416619.2625327560
0.1500660769 93956223.6298147440 1669982.9672105322
0.1508145408 87619286.7884716392 1361242.2461685219
0.1519303233 91108141.6016729474 928937.5488327731
0.1530379709 88239777.5944026411 1240311.7669735826
0.1545024825 92146393.2007931620 1320971.6392736726
0.1566735840 81788363.0830866545 1296851.7760559146
0.1577479297 81863693.3092926294 834852.8417169835
0.1591691109 82127453.8311807513 1070679.9141958854
0.1595224279 84764850.7563379854 1336509.1848011129
0.1605777146 82576279.6927931160 1187063.0408714532
0.1616261112 79561469.2596132159 1147814.8076253564
0.1619740688 75274312.8191184103 1301271.5316300099
0.1623212805 79550638.7848504931 1627044.3897482164
0.1647312723 78312058.8793132752 1391849.5581215501
0.1650726846 74600925.4637597799 1534837.6244411573
0.1657533996 72206789.0988281816 1133495.9387859241
0.1660927109 72366325.5908415020 1167554.6144542671
0.1677789745 72806463.3510348648 865130.7628802108
0.1697803850 76319360.1970942169 1858136.4360240439
0.1701116641 77036189.4666360915 1134564.4083490593
0.1711016530 72346221.4881482869 923797.8673517780
0.1714303789 69496708.2530805171 930538.4941121404
0.1727390267 68385218.5724811703 663171.4177796115
0.1740378347 65236343.3396583498 781611.0829031033
0.1750056151 70419352.2798971981 840250.4063839742
0.1756478397 66709367.3562409282 849133.6362699169
0.1766067977 61672911.4086533412 821419.5975200090
0.1778773666 67104168.1911064982 967281.0947846264
0.1800792923 58678411.1999961808 990119.3591735973
0.1803916590 64827315.6877324283 868670.4789736763
0.1807034858 64914816.5890505314 684313.3401234304
0.1813255306 64746642.8597984388 784452.1410222665
0.1816357542 68959471.9594711363 1264291.5115114038
0.1825632619 59909323.9462940469 811850.2895239927
0.1831789914 67998394.3110878915 1051095.5905998489
0.1853179345 63601568.6959079802 799740.5739198679
0.1856214858 59211298.8168326169 881168.2374962210
0.1877326022 54381702.8558800519 673208.3091876456
0.1880322554 63679641.7285138369 1032988.9975331910
0.1889283634 56203364.5874335393 820139.9774461598
0.1898202410 58742027.2782648131 825939.8950110074
0.1910029331 68773830.3589333594 1928640.4163711802
0.1912974636 61277218.8290168121 607528.2995071983
0.1921783469 73027379.7259599119 1934903.5397564010
0.1936375808 66220114.4334948510 1172948.8550825659
0.1947970976 55320612.4780011699 853264.7181713260
0.1950859000 56517964.1832417473 567658.1486184732
0.1956622259 56800315.3420248553 608759.9619244566
0.1973811072 51501620.8900562227 582015.0469377189
0.1982349588 62652655.5107655302 1116580.6149333320
0.1993677392 54918605.4022840112 748054.5495020433
0.2002131186 52491220.1405193806 721602.1599208526
0.2013347695 62569921.4037501290 1656798.4059037464
0.2027281063 48617093.2112862691 554573.2148409756
0.2038359184 47655172.2691454366 566330.3845496508
0.2041119319 52902254.6459472328 706382.9269795353
0.2049377422 59215793.2793927118 1375585.7630993365
0.2060336738 48489767.9520882666 609679.0747579134
0.2090178586 55656361.0553696230 1079181.4400388836
0.2092870382 50317498.4663780928 672049.2492673005
0.2100925077 45998283.8557425737 862707.8513998543
0.2106277761 46297803.9823797494 670020.7301874950
0.2122254812 46088259.6742151827 698641.1134523392
0.2135477712 52421444.9215533808 954142.1916869867
0.2148619237 46768358.5131810233 548572.7345982259
0.2177251404 42925111.6523990259 526673.2069698725
0.2184995061 50074975.4458355755 958044.1921518473
0.2187570189 43844728.6687131375 538930.5997734410
0.2208063097 45476137.1847035214 549331.4281922135
0.2238450715 46446396.7525853887 1128548.1672596422
0.2250991154 41982206.0808049291 751479.4177423557
0.2255987811 42982414.8411678448 472579.0241725499
0.2270911818 42990581.8179832920 427799.7526829283
0.2295569563 44101067.3463866115 727870.1302552222
0.2327234088 40960508.4575702772 468095.3352690214
0.2336890702 41520248.5461711809 416785.4211040072
0.2356085199 44039174.0852786303 721895.0909630386
0.2401057231 40431263.7281818911 543207.9925645734
0.2405742225 40406407.2667533234 434627.0803153615
0.2419742783 40696698.6666801348 775749.8319765489
0.2477226872 39229174.3154215291 562022.5874331304
0.2486300994 40859692.5076600984 645993.0549727360
0.2551123307 40285240.6245314553 565734.4702079137
0.2555533204 38535731.2770055383 598678.9489120466
0.2627228028 38582357.3797862232 627903.9133391519
0.2701189384 36943711.0400919467 988546.2917189429
